mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
gdb_74931,CC1=CC2CC3C2CC13,2.87836,1.72209,1.45888,0.2464,87.33,-0.218,0.0281,0.2461,1010.4763,0.185334,-349.9352,-349.928064,-349.92712,-349.966224,30.381
gdb_25347,c1c(ncoc1=O)C=O,3.3173,1.30105,0.93453,2.7871,65.21,-0.2818,-0.1152,0.1667,1121.0558,0.077623,-472.686216,-472.679092,-472.678148,-472.718343,25.475
gdb_112872,CC1OC(CO)C(=N)O1,2.27284,1.40378,0.93018,3.2131,69.91,-0.2696,0.0168,0.2864,1252.8493,0.147154,-476.240476,-476.231539,-476.230595,-476.274631,32.652
gdb_89886,OC1CC2(CC2C=O)C1,3.65352,0.87251,0.80202,2.1143,78.24,-0.2472,-0.0197,0.2275,1444.1103,0.157733,-423.009054,-423.000202,-422.999258,-423.042987,33.364
gdb_48944,O=CC12CC3OC(C1)C23,3.81863,1.41675,1.23075,2.0162,72.45,-0.2467,-0.0331,0.2136,1008.0911,0.136257,-421.784496,-421.777448,-421.776504,-421.816115,27.728
gdb_8358,CCCC12CC(C1)C2,5.02662,1.10314,1.0797,0.2117,83.0,-0.285,0.091,0.376,1232.4435,0.201125,-313.031823,-313.023609,-313.022664,-313.064848,31.615
gdb_90529,CC1NC2C(OC12)C#N,4.65207,1.06325,0.97485,4.8267,73.36,-0.2474,0.0006,0.2479,1214.5156,0.13637,-417.969196,-417.961141,-417.960197,-418.002032,30.201
gdb_64990,CC1(CO1)C(=O)NC=N,3.38006,1.08764,0.90504,3.6814,72.71,-0.2425,-0.0212,0.2213,1292.7885,0.134656,-455.154448,-455.145198,-455.144253,-455.189009,32.889
gdb_36387,C#CCC1OC1CC#C,6.02693,0.67147,0.65576,2.0567,81.24,-0.2617,0.0425,0.3043,1686.8708,0.132029,-384.595845,-384.586183,-384.585238,-384.631437,34.745
gdb_9633,CC1(CC1CO)C#N,3.98429,1.18884,1.07895,4.8404,69.92,-0.2786,0.0338,0.3123,1123.6603,0.140968,-363.86084,-363.851962,-363.851018,-363.894367,31.676
gdb_13326,O=CNC1=NCCN1,5.22426,1.47771,1.17577,0.5971,65.4,-0.2141,-0.0129,0.2012,974.0122,0.12192,-396.027483,-396.0204,-396.019456,-396.05906,25.821
gdb_33123,CCCc1c[nH]cc1N,3.0992,1.00218,0.80567,1.8602,86.34,-0.1746,0.0573,0.2319,1478.5178,0.18359,-383.308908,-383.299101,-383.298157,-383.343717,36.607
gdb_37376,C1C2C1C1OC3C(O1)C23,3.02478,2.08554,1.88606,1.4361,68.51,-0.2274,0.0832,0.3106,811.7267,0.1397,-421.799195,-421.793458,-421.792514,-421.828912,25.243
gdb_44817,O=C1OC2CC12N1CC1,2.84555,1.58388,1.21641,2.956,69.18,-0.244,-0.0027,0.2413,1023.9642,0.123995,-437.840397,-437.832826,-437.831882,-437.872942,28.596
gdb_113758,CCC1CC1C(O)C=O,3.73328,0.8061,0.72056,2.384,80.79,-0.2621,-0.0348,0.2273,1615.4573,0.180177,-424.224632,-424.214522,-424.213578,-424.260625,36.501
gdb_16053,CC1C2CCC12C=O,3.31197,1.682,1.406,3.3052,74.28,-0.2413,-0.0158,0.2255,953.5528,0.153589,-347.795107,-347.787319,-347.786375,-347.827068,29.337
gdb_126948,CCNc1nnn(n1)C,6.61457,0.80374,0.72964,2.272,77.58,-0.2159,-0.0098,0.2061,1573.2172,0.148589,-431.439456,-431.430237,-431.429293,-431.474541,32.052
gdb_132111,c1c(c(oc(=O)n1)N)F,3.17042,1.44139,0.9909,6.2646,63.73,-0.2279,-0.0594,0.1685,1052.4703,0.075825,-513.960834,-513.952732,-513.951788,-513.994336,28.583
gdb_16670,CC1OC2CC2C1O,3.13763,2.16037,1.56101,1.3891,66.78,-0.2391,0.0695,0.3087,863.2313,0.153725,-384.925245,-384.917485,-384.916541,-384.957225,29.641
gdb_8089,CC12CN(C1)CCO2,3.47712,2.21908,1.7524,0.344,70.58,-0.2082,0.0802,0.2883,826.5159,0.167262,-365.027851,-365.020844,-365.0199,-365.058469,28.383
gdb_132323,c1c(cc(oc1=O)F)F,2.02191,1.74914,0.93783,3.2276,57.77,-0.2495,-0.0601,0.1894,1070.2649,0.06404,-541.810654,-541.803841,-541.802897,-541.84226,25.441
gdb_67327,CC12C3CC1C3N2C=O,3.15012,1.44271,1.15685,4.2929,78.41,-0.2291,0.0213,0.2504,1086.1797,0.147106,-401.884404,-401.876595,-401.875651,-401.916703,30.113
gdb_61514,CC(CC1(C)CC1)C#C,2.99777,0.9148,0.81679,0.7358,91.98,-0.2535,0.058,0.3116,1524.5476,0.203258,-351.115106,-351.1046,-351.103656,-351.150764,39.769
gdb_52741,CC#CC(C=O)C1CN1,2.32404,0.96919,0.71729,3.4549,82.42,-0.2479,-0.0328,0.2151,1577.4436,0.144909,-401.900047,-401.889753,-401.888809,-401.93971,34.436
gdb_19212,C1CC23C1(CC2)CC3,2.60953,2.60914,2.17757,0.0002,77.18,-0.2136,0.0795,0.293,799.5256,0.178374,-311.80701,-311.800051,-311.799107,-311.838003,28.508
gdb_119714,CCOC12COC1C2O,3.28254,1.02221,0.90921,1.4578,71.88,-0.2295,0.0544,0.2839,1352.7544,0.157093,-460.096571,-460.087367,-460.086423,-460.131173,33.712
gdb_118971,COCC1(C)OCC1C,2.46735,1.0675,0.97601,2.423,82.6,-0.2387,0.0799,0.3186,1404.1884,0.203074,-425.403472,-425.392886,-425.391942,-425.439266,38.254
gdb_120588,CCOC1CC1(O)C#C,3.26912,0.90534,0.86968,0.9044,80.46,-0.229,0.0298,0.2588,1444.7815,0.155042,-422.961361,-422.951144,-422.9502,-422.99677,37.236
gdb_36753,C(C#N)NC=NCC#N,7.22854,0.58724,0.55027,2.1271,75.26,-0.2588,-0.0007,0.2581,1850.454,0.112009,-413.006597,-412.997023,-412.996079,-413.043074,31.913
gdb_77293,CC1C(CC=O)CC1=O,3.14271,0.91501,0.78095,1.376,76.97,-0.2484,-0.0316,0.2168,1454.0841,0.156268,-423.045767,-423.036118,-423.035174,-423.081577,34.05
gdb_126940,CCNc1[nH]nc(n1)O,6.36709,0.79824,0.71796,4.9726,71.75,-0.2041,0.0451,0.2491,1542.7668,0.137574,-451.35642,-451.3475,-451.346556,-451.390507,32.286
gdb_63951,CC1(C)OC2CCC1O2,2.71693,1.67488,1.50635,1.6212,76.38,-0.2455,0.0827,0.3282,1008.4252,0.183781,-424.250744,-424.242735,-424.241791,-424.282654,32.606
gdb_98098,CNC(=O)C(=O)N1CC1,3.76923,1.05392,0.84808,0.936,73.28,-0.2384,-0.0406,0.1978,1348.1442,0.135359,-455.172207,-455.162759,-455.161815,-455.207452,32.453
gdb_50631,N=C1CC(OCO1)C=O,3.05561,1.23268,0.91016,3.233,66.99,-0.2701,-0.0449,0.2251,1208.9764,0.124044,-475.035996,-475.027855,-475.026911,-475.069597,29.269
gdb_35958,C#CC1CCCCCC1,2.8436,1.12811,0.87128,0.9047,91.37,-0.2548,0.0599,0.3147,1391.3846,0.207536,-351.141565,-351.13243,-351.131486,-351.175205,35.836
gdb_126609,CCCn1cc(nn1)O,5.27195,0.79059,0.73005,3.2837,75.38,-0.2243,0.002,0.2263,1567.233,0.148208,-435.273273,-435.264387,-435.263443,-435.308018,32.051
gdb_118129,CCOC(C)C1OC1C,2.56161,1.01382,0.84766,1.8387,82.79,-0.2506,0.0793,0.3299,1493.3344,0.202532,-425.403762,-425.392824,-425.39188,-425.440598,38.952
gdb_63825,CC1(O)CN2C3CC3C12,3.16178,1.48019,1.32427,2.2525,77.75,-0.2125,0.0667,0.2792,1043.3631,0.170719,-403.069912,-403.061861,-403.060917,-403.101791,32.822
gdb_9080,CC(OCC=O)C#N,4.94527,0.91517,0.7989,3.3139,63.21,-0.2713,-0.0426,0.2288,1340.7912,0.115189,-399.802312,-399.793181,-399.792237,-399.837652,30.078
gdb_39784,C1C2C1C1OC2C11CO1,3.03319,1.86533,1.50413,0.123,70.46,-0.2545,0.0772,0.3317,904.6776,0.13725,-421.740696,-421.734207,-421.733263,-421.771213,27.25
gdb_83583,CC1C2CCOC1CO2,2.11724,1.86114,1.72206,0.8266,76.44,-0.2413,0.0801,0.3215,979.3093,0.18577,-424.23892,-424.231335,-424.230391,-424.270453,30.961
gdb_84205,OC1C=C(NC1=N)C=O,3.53912,1.14091,0.89338,0.8348,72.74,-0.2337,-0.0788,0.1549,1223.8755,0.112483,-453.967433,-453.959235,-453.958291,-454.000506,30.273
gdb_83053,CC1C2NC=NC12C#C,2.71247,1.51847,1.25456,3.2931,80.05,-0.2274,0.0168,0.2442,1054.7895,0.135553,-380.83163,-380.823219,-380.822275,-380.864301,32.295
gdb_38544,C1N2CC3=CCCCC123,3.12832,1.6164,1.19836,1.4743,86.54,-0.2123,0.0242,0.2365,1070.6564,0.173945,-365.981469,-365.974226,-365.973282,-366.012753,30.0
gdb_91777,CC12CC1CC(O)C2=O,2.38265,1.70564,1.24547,1.8957,75.33,-0.2328,-0.021,0.2118,1064.5003,0.159347,-423.048923,-423.040314,-423.03937,-423.081909,33.004
gdb_92124,OC1CC2CC3(CC3)C12,2.54087,1.61251,1.19851,1.5877,81.75,-0.2465,0.0742,0.3207,1104.9784,0.183394,-387.045899,-387.037763,-387.036819,-387.07852,32.879
gdb_31334,c1coc(c1CO)C=O,2.67751,1.2703,0.87772,4.4031,73.29,-0.2424,-0.0574,0.185,1238.7443,0.112089,-457.79259,-457.784282,-457.783338,-457.826429,29.402
gdb_31619,Cc1cc(n(c1)C)OC,2.50029,1.32798,0.88181,1.2523,84.65,-0.1746,0.0633,0.2379,1350.2726,0.169941,-403.178843,-403.168796,-403.167852,-403.214237,35.553
gdb_27655,C#Cc1c(oc(n1)O)N,3.14046,1.31189,0.92664,1.8916,70.94,-0.1926,0.0056,0.1982,1159.0411,0.08886,-452.74723,-452.739085,-452.738141,-452.779712,30.518
gdb_91637,OC1CC2CC1C1CC21,2.77312,1.70326,1.48542,1.3757,80.18,-0.2478,0.0809,0.3287,989.7016,0.186573,-387.0895,-387.082392,-387.081448,-387.120512,30.514
gdb_42825,O=C1C2CC1C1CC1O2,2.58867,1.84859,1.6732,2.9704,70.87,-0.2312,-0.026,0.2052,896.7745,0.137474,-421.801722,-421.794927,-421.793983,-421.832684,27.741
gdb_20799,CCc1c(nno1)N,3.25628,1.82668,1.26608,4.0091,64.38,-0.2265,-0.0298,0.1967,950.3588,0.118612,-395.964963,-395.956906,-395.955961,-395.998228,28.18
gdb_84635,CC1C=CC2CC2C1=O,2.28174,1.76338,1.26603,2.8912,80.96,-0.2293,-0.014,0.2153,1061.4773,0.160427,-385.91545,-385.907389,-385.906445,-385.948116,31.425
gdb_117319,CC(=N)NC(=O)COC,2.61762,1.03197,0.80516,1.1095,76.14,-0.249,-0.0126,0.2365,1455.2954,0.158005,-456.377137,-456.366982,-456.366038,-456.413236,35.381
gdb_92736,CC1CC=C(C)NC1=O,2.89528,1.31324,0.93809,3.1081,82.81,-0.212,0.0025,0.2144,1277.8496,0.17144,-403.218148,-403.209075,-403.208131,-403.251717,34.412
gdb_121101,CC1CCC(CCO)C1,4.54518,0.67471,0.61824,1.4278,89.42,-0.2608,0.0795,0.3403,1881.8005,0.229569,-389.510548,-389.500181,-389.499237,-389.546533,38.347
gdb_80999,OC1C2CC1(O)CC2=O,2.84508,1.51096,1.22089,3.0614,68.09,-0.2401,-0.0131,0.227,1025.6148,0.135769,-458.964578,-458.956744,-458.9558,-458.996458,31.262
gdb_2999,CNC(=O)C1CO1,5.08249,1.92729,1.5496,2.5116,54.86,-0.2484,0.0172,0.2656,794.2341,0.113102,-361.720206,-361.712809,-361.711865,-361.752122,25.275
gdb_53669,CC#CCOC1CC1C,2.91943,0.8167,0.72519,1.3907,87.29,-0.2402,0.041,0.2812,1678.5969,0.179547,-387.041158,-387.030401,-387.029456,-387.079186,37.388
gdb_113952,COC1CC1CN1CC1,3.8619,0.78231,0.74704,1.4816,83.89,-0.2272,0.0886,0.3158,1634.3594,0.192991,-404.283232,-404.273494,-404.27255,-404.318827,35.487
gdb_95552,OC1CCC=CC2NC12,2.36944,1.63204,1.20237,1.4086,79.6,-0.2236,0.0109,0.2345,1094.3336,0.173484,-403.122246,-403.11412,-403.113176,-403.154665,32.307
gdb_43994,O=C1OC23CC12NCC3,2.85476,1.70767,1.53579,5.1523,67.27,-0.2438,0.0028,0.2466,917.4813,0.125995,-437.860705,-437.853707,-437.852763,-437.892144,27.66
gdb_123073,CC#CCCCCCO,7.78018,0.37214,0.35989,1.2406,92.75,-0.2399,0.0641,0.3041,2982.8184,0.202866,-388.270947,-388.258915,-388.257971,-388.311016,40.344
gdb_89230,CC12CC(O)C3C1CC23,2.86843,1.59876,1.25487,1.4081,82.24,-0.2569,0.0802,0.3371,1072.9943,0.183909,-387.057605,-387.049749,-387.048805,-387.089464,32.283
gdb_5407,COc1ncncn1,5.60867,1.72136,1.32814,1.8691,61.3,-0.2707,-0.0478,0.2228,864.117,0.098223,-394.833638,-394.827108,-394.826164,-394.864566,23.094
gdb_61741,CC(NC=O)C(=O)C#N,3.40901,0.947,0.82104,2.2309,68.87,-0.271,-0.1048,0.1662,1344.8115,0.110512,-453.989555,-453.980111,-453.979166,-454.024749,32.24
gdb_8150,CC12CC(O)CC1O2,3.78527,1.75091,1.56039,2.6733,67.25,-0.2419,0.0778,0.3197,893.8528,0.153396,-384.939491,-384.93173,-384.930786,-384.971118,29.905
gdb_131933,c1c(coc1N)N(=O)=O,4.72693,1.06949,0.87297,5.5449,66.34,-0.2191,-0.0736,0.1455,1208.5479,0.089436,-489.825267,-489.81766,-489.816716,-489.857778,27.779
gdb_85328,OC1CC(=O)C2CCC12,2.3523,1.6829,1.13182,2.0892,74.52,-0.2349,-0.0185,0.2164,1092.5514,0.160127,-423.043096,-423.035002,-423.034058,-423.076058,31.327
gdb_27740,Cc1[nH]c(c(n1)N)C=O,2.37897,1.44236,0.90363,2.4435,79.59,-0.205,-0.0347,0.1704,1236.8057,0.125104,-434.139995,-434.131164,-434.13022,-434.174544,31.759
gdb_78307,CC1C2N1C1CC2(O)C1,3.0552,1.44217,1.21636,1.8579,78.91,-0.2253,0.0711,0.2964,1101.823,0.171981,-403.095171,-403.087411,-403.086467,-403.126787,32.126
gdb_4866,c1cc([nH]c1CO)N,4.58875,1.34584,1.09653,2.0229,69.57,-0.1814,0.0395,0.2208,1060.5353,0.13213,-379.9476,-379.939492,-379.938547,-379.980431,29.788
gdb_10910,OC1C2CC2(O)C1=O,3.20273,2.1343,1.45529,1.467,59.16,-0.2362,-0.0172,0.219,828.0523,0.105862,-419.652561,-419.645106,-419.644161,-419.684198,27.811
gdb_107971,CCC12NC3C1NC23C,2.68453,1.36565,1.31095,1.5317,83.0,-0.2182,0.0762,0.2944,1138.2084,0.182473,-383.171136,-383.16239,-383.161446,-383.204322,33.857
gdb_33989,N#CC12OC1CC21CC1,2.37223,1.73088,1.20808,4.2184,74.38,-0.2746,-0.0047,0.2699,1035.1527,0.123794,-400.702577,-400.694898,-400.693954,-400.734792,29.439
gdb_62800,CC1(C)C2CC(C=O)C12,2.52699,1.40911,1.15415,2.5464,82.87,-0.2398,-0.0195,0.2203,1168.3421,0.180755,-387.073973,-387.064742,-387.063798,-387.107717,35.026
gdb_123549,C1C2CC1C1=NNC=C21,4.06921,1.59085,1.38335,1.8758,78.26,-0.2159,0.0339,0.2497,942.7303,0.141022,-380.850308,-380.8441,-380.843156,-380.880625,26.088
gdb_100582,CC(CO)C(=O)NC=O,4.09416,0.78683,0.72101,4.4205,70.99,-0.249,-0.0309,0.218,1556.1473,0.145133,-476.266658,-476.256269,-476.255325,-476.303308,35.418
gdb_84769,CC1N=CNC1(C)C#C,2.28407,1.53612,1.3071,2.3066,81.57,-0.2265,0.0184,0.245,1091.5855,0.158639,-382.051498,-382.042439,-382.041495,-382.084795,34.987
gdb_100127,CC(C)(CCC#C)CO,3.66607,0.70949,0.69056,1.4129,88.17,-0.2574,0.0602,0.3175,1727.5604,0.201898,-388.260107,-388.248657,-388.247712,-388.296689,41.921
gdb_73218,CC12CCC1COC2=O,2.12631,1.89627,1.44767,4.2257,74.14,-0.2581,0.0131,0.2712,1006.6247,0.160409,-423.070217,-423.062159,-423.061215,-423.102792,30.889
gdb_110602,CC12NC1C1C(CO)C21,3.61348,1.04809,1.01666,3.1493,79.09,-0.2063,0.0723,0.2786,1275.578,0.170205,-403.050936,-403.042167,-403.041223,-403.084488,34.035
gdb_102440,CCC(OC)C(=O)C#C,1.93845,1.2903,0.88099,2.9714,79.85,-0.2498,-0.0612,0.1886,1372.6027,0.154904,-422.995065,-422.984395,-422.98345,-423.031356,37.151
gdb_100251,CC#CC(C)(CO)CO,2.27433,0.96313,0.87095,2.3747,83.61,-0.245,0.0452,0.2902,1496.2149,0.179344,-424.199553,-424.188069,-424.187125,-424.237746,40.161
gdb_124140,CC#Cc1c[nH]nc1O,3.70637,0.95656,0.76395,1.9048,81.12,-0.2056,0.0086,0.2142,1438.341,0.11311,-416.812816,-416.804039,-416.803095,-416.847957,31.133
gdb_33413,N#CC(C1CN1)C1CN1,2.52681,1.25123,0.92791,2.8793,76.16,-0.2605,0.0158,0.2762,1267.3924,0.148752,-398.078029,-398.069313,-398.068369,-398.112157,31.63
gdb_41532,C1NC2=NCCCOC12,2.80526,1.66735,1.13935,1.4008,77.87,-0.2209,0.03,0.2509,1080.0375,0.162542,-419.192666,-419.185116,-419.184172,-419.224537,29.792
gdb_56038,NC(=O)OC1CCCO1,3.91176,0.95117,0.93591,3.6427,68.53,-0.2638,0.0586,0.3224,1326.1643,0.148651,-476.281536,-476.272679,-476.271734,-476.31666,31.832
gdb_25148,c1coc(=O)cc1C#N,3.7176,1.21284,0.91449,3.1537,71.87,-0.2642,-0.1043,0.1599,1141.9292,0.078713,-435.553802,-435.546807,-435.545863,-435.585607,25.725
gdb_125533,Cc1nc2[nH]ccn2n1,5.3698,1.34806,1.08479,3.7231,73.65,-0.2183,0.0174,0.2358,1062.1642,0.115835,-413.032112,-413.024962,-413.024018,-413.063681,27.194
gdb_75403,CC1=CCN=COC1=O,2.6288,1.64919,1.1125,2.5447,72.6,-0.2631,-0.0529,0.2102,1072.0486,0.124373,-437.923621,-437.915473,-437.914529,-437.95666,29.775
gdb_52074,N=COCC1(CO1)C=O,2.99749,1.09947,0.90456,4.7335,68.83,-0.2619,-0.0516,0.2103,1276.7815,0.12145,-474.993843,-474.984708,-474.983764,-475.028906,31.519
gdb_118127,CCOC(C)C1CN1C,2.09699,1.15757,0.87564,1.984,86.95,-0.2141,0.0774,0.2914,1473.2317,0.214749,-405.511931,-405.500894,-405.49995,-405.548871,39.615
gdb_22649,ON=C1COC(C1)C#C,3.08978,1.08127,1.02334,0.9952,73.3,-0.2503,-0.0033,0.247,1211.8192,0.122774,-437.807216,-437.79867,-437.797726,-437.840761,31.817
gdb_116062,CCC1CC(=N)OCO1,3.54318,1.05891,0.85783,2.2701,77.3,-0.2619,0.0169,0.2788,1369.7418,0.171774,-440.308126,-440.299274,-440.29833,-440.342011,32.962
gdb_133113,CNc1cncnc1F,2.62798,1.55699,0.98556,3.7674,72.35,-0.22,-0.0274,0.1925,1126.2837,0.114002,-458.144051,-458.136265,-458.135321,-458.176579,28.605
gdb_30540,NC=[NH+]C1=CN=C(O)[N-]1,6.59675,0.79866,0.71386,9.4125,92.68,-0.1563,-0.0502,0.1061,1487.6996,0.114413,-450.130112,-450.121797,-450.120852,-450.163475,30.656
gdb_116622,CCN=C1OCC2CN12,4.38891,0.98716,0.87583,3.5249,80.16,-0.2434,0.0304,0.2737,1382.3103,0.15991,-419.195106,-419.186587,-419.185643,-419.229328,31.313
gdb_65196,OC1(CC1)C1CN1C=O,3.31727,1.15194,1.04014,4.4175,74.32,-0.2448,0.014,0.2588,1196.7183,0.146133,-439.056234,-439.047443,-439.046499,-439.090016,32.853
gdb_79681,CN1C2C3CC3C12C=O,2.54426,1.56493,1.20833,3.3549,78.4,-0.2251,-0.0256,0.1995,1076.3707,0.146176,-401.860116,-401.85189,-401.850946,-401.892752,31.539
gdb_67107,CC12C3NC11CCN2C31,2.57111,2.09068,1.76633,1.1377,78.48,-0.2127,0.0656,0.2784,890.8293,0.161228,-381.945245,-381.938269,-381.937325,-381.976075,29.106
gdb_50995,N=COC1(CC1)C1CC1,2.27548,1.33099,0.97052,3.2568,82.17,-0.2415,0.0191,0.2606,1282.9338,0.169901,-403.109362,-403.100248,-403.099304,-403.14377,34.139
gdb_133712,CC1CC1CC(F)(F)F,3.22407,0.88878,0.84419,2.2632,64.97,-0.2816,0.0849,0.3665,1402.0526,0.143359,-533.457412,-533.448278,-533.447333,-533.492413,33.312
gdb_30767,CCc1ccn(c1N)C,2.95829,1.1977,0.92087,1.4616,87.7,-0.1835,0.0531,0.2366,1343.7981,0.18291,-383.308845,-383.298727,-383.297783,-383.344433,36.593
gdb_93612,CC1COC(C#N)C1=O,2.44317,1.40743,1.15517,4.491,68.84,-0.2688,-0.0536,0.2151,1107.8853,0.123678,-437.914817,-437.906301,-437.905357,-437.948598,30.518
gdb_41059,C1OC23CC4C5C2C5C134,3.24666,2.15949,1.90276,1.7339,73.48,-0.2257,0.0547,0.2804,796.3195,0.138063,-384.551711,-384.545929,-384.544985,-384.581354,25.479
gdb_13177,OC(C#C)C1COC1,4.09296,1.39443,1.2304,2.0751,65.82,-0.2475,0.0231,0.2706,995.5939,0.128879,-383.670082,-383.661754,-383.66081,-383.703322,29.771
gdb_99881,CC(CO)(C#C)C1CC1,1.79789,1.4296,1.35014,1.3301,83.51,-0.2539,0.0446,0.2985,1178.1759,0.179782,-387.039976,-387.029762,-387.028817,-387.074744,38.509
gdb_102094,COC(C=O)C1(C)CO1,2.05929,1.53673,0.98608,2.772,72.21,-0.2483,-0.0322,0.2162,1232.2784,0.154974,-460.13543,-460.12539,-460.124446,-460.170684,35.482
gdb_18697,CC1=CCCC2CC12,2.95063,2.16263,1.38434,0.2369,80.84,-0.2201,0.0295,0.2496,953.9842,0.179042,-311.88056,-311.873035,-311.872091,-311.911988,29.828
gdb_2469,OC1CC2CC2C1,4.20324,2.60118,2.41753,1.4434,62.94,-0.2569,0.0748,0.3318,658.3646,0.150618,-309.718089,-309.711866,-309.710922,-309.747687,25.05
gdb_89871,OC1CC2(C1)NC2C#N,3.73601,0.95415,0.84804,4.239,74.11,-0.2698,0.0106,0.2804,1338.4614,0.135587,-417.974765,-417.966251,-417.965307,-418.008418,31.837
gdb_89613,CC1CC2(CN12)C(N)=O,3.79696,1.12425,1.00129,2.705,76.11,-0.2377,0.0188,0.2565,1235.1936,0.159639,-419.20376,-419.194967,-419.194022,-419.237176,33.589
gdb_19832,C1C2C=CC3NC3C12,3.33123,2.5947,1.78189,1.466,72.68,-0.2262,0.017,0.2432,770.8936,0.145825,-326.69974,-326.693689,-326.692745,-326.729519,25.356
gdb_66812,OC12C3C1N1C4C1C2C34,3.71442,1.82507,1.81393,0.8239,68.89,-0.2386,0.0694,0.308,811.5852,0.126355,-400.664924,-400.659065,-400.658121,-400.694726,25.465
gdb_40358,C1CN1C12CC(C1)CC2,3.60491,1.30195,1.19655,1.0374,85.68,-0.2241,0.0857,0.3098,1140.1281,0.19699,-367.174046,-367.166419,-367.165475,-367.206074,31.547
gdb_89636,CC1CC2(OC12)C1CC1,4.19632,1.02399,0.95801,1.8137,83.18,-0.236,0.0862,0.3222,1332.6077,0.181938,-387.045974,-387.037281,-387.036337,-387.079481,33.681
gdb_94977,CC1OCC2C3CC12O3,2.7502,1.74964,1.34776,1.2353,75.15,-0.2427,0.0682,0.3109,1000.2719,0.159677,-422.928568,-422.921072,-422.920127,-422.960364,30.105
gdb_22259,CC(O)C(C)C(C)=NO,2.44504,1.03916,0.87081,1.7541,81.88,-0.2344,0.0182,0.2526,1445.6073,0.190207,-441.451893,-441.440496,-441.439551,-441.488999,41.161
gdb_127011,CCOc1c[nH]nc1C,3.18958,1.06215,0.80888,2.9535,79.24,-0.2041,0.033,0.2371,1427.0405,0.159152,-419.227857,-419.218356,-419.217412,-419.262843,33.915
gdb_100005,CCC(C)(O)C(O)C=O,2.97088,1.03666,0.94232,2.5645,75.08,-0.2619,-0.0337,0.2282,1345.0624,0.178055,-461.377224,-461.366302,-461.365358,-461.412957,39.741
gdb_34795,N#CC1N2CC1(C2)C#N,2.38991,1.5772,1.11663,4.0493,71.58,-0.2874,-0.0268,0.2606,1053.8829,0.102409,-395.665741,-395.658453,-395.657508,-395.697784,27.223
gdb_82423,NC1C2NC2COC1=O,2.4331,1.85836,1.22407,4.744,67.89,-0.2456,0.016,0.2616,1010.8019,0.138588,-455.148381,-455.140608,-455.139664,-455.180788,29.687
gdb_81262,OC1C2NC1C(=O)C2=O,2.92766,1.5076,1.22592,3.1778,63.69,-0.2324,-0.0907,0.1417,987.7539,0.101782,-473.803261,-473.796166,-473.795222,-473.834852,27.256
gdb_39628,C1CC(O1)C12CC(C1)C2,3.81297,1.16456,1.10145,1.5648,82.81,-0.2399,0.0821,0.322,1199.5472,0.184274,-387.020777,-387.012921,-387.011977,-387.054027,30.485
gdb_132428,Cc1cnc(c(=O)[nH]1)F,3.18684,1.38386,0.97071,5.5172,69.57,-0.2297,-0.0547,0.175,1123.1319,0.10135,-478.039325,-478.031749,-478.030804,-478.071544,28.178
gdb_2468,CN1CC2OC2C1,4.61367,2.67915,2.41787,1.1203,59.68,-0.2046,0.0996,0.3042,637.9871,0.138133,-325.748658,-325.742382,-325.741438,-325.778585,23.878
gdb_86513,CC1CC(C1)C(=O)C#N,3.81984,0.93539,0.83517,3.9322,78.26,-0.2909,-0.0828,0.2081,1397.4482,0.146429,-401.964798,-401.955623,-401.954679,-401.999785,32.761
gdb_16780,N=C1NC(=O)C2CN12,3.86246,2.16007,1.50774,1.4617,60.81,-0.2618,-0.0239,0.238,784.7826,0.097991,-394.802015,-394.795882,-394.794938,-394.832284,23.629
gdb_10609,CCC1(CO)CC1C,2.50639,1.65601,1.19998,1.3093,78.41,-0.2577,0.0723,0.33,1116.2714,0.198641,-350.194611,-350.184729,-350.183784,-350.229027,36.314
gdb_80377,NC1(CC2C(O)C12)C#N,3.32872,1.30844,1.14741,5.1936,72.15,-0.248,0.0288,0.2769,1080.4061,0.136592,-417.975257,-417.96695,-417.966006,-418.00768,32.276
gdb_126402,CCc1cnn(n1)C=O,5.38878,0.89315,0.81658,4.0581,76.07,-0.2791,-0.0632,0.2159,1395.8647,0.124945,-434.094748,-434.086446,-434.085502,-434.128843,29.179
gdb_118671,CCOC(COC)C=O,1.78465,1.16802,0.80169,3.202,76.61,-0.2419,-0.0287,0.2132,1510.7131,0.178169,-461.347407,-461.336261,-461.335317,-461.385129,37.628
gdb_132855,Cc1cc(coc1=O)F,3.04745,1.35715,0.94441,2.8962,69.02,-0.2328,-0.063,0.1698,1134.02,0.099744,-481.846475,-481.838826,-481.837882,-481.878773,28.504
gdb_67824,CC12C=CC3CCC1C23,2.96989,1.73299,1.42627,0.2449,85.98,-0.218,0.0204,0.2384,1010.3958,0.185345,-349.968476,-349.961142,-349.960197,-349.9996,30.945
gdb_45582,O=C1CC2CCCCC12,2.54851,1.52618,1.18827,2.7925,81.74,-0.2356,-0.0133,0.2223,1122.3086,0.184956,-387.123413,-387.115557,-387.114613,-387.155839,31.425
gdb_64141,CC1(O)COC(C1)C#C,3.27007,1.1116,1.03236,1.5487,76.76,-0.2528,0.0336,0.2864,1232.8153,0.157346,-422.993398,-422.98413,-422.983186,-423.02775,35.255
